ticker,sector
FLGC,Unknown
FLGT,Health Care
FLIC,Unknown
FLKS,Unknown
FLL,Consumer Discretionary
FLLCU,Unknown
FLLF,Unknown
FLME,Unknown
FLML,Unknown
FLMN,Unknown
FLNC,Information Technology
FLNT,Consumer Discretionary
FLO,Consumer Staples
FLOC,Industrials
FLOW,Unknown
FLPC,Unknown
FLR,Industrials
FLS,Industrials
FLT,Unknown
FLUT,Information Technology
FLUX,Information Technology
FLWS,Consumer Discretionary
FLXN,Unknown
FLXS,Materials
FLXT,Unknown
FLY,Industrials
FLYW,Consumer Discretionary
FLYX,Industrials
FMAO,Financials
FMBH,Financials
FMBI,Unknown
FMBM,Unknown
FMC,Materials
FMCB,Unknown
FMCIU,Unknown
FMD,Unknown
FMER,Unknown
FMFG,Unknown
FMI,Unknown
FMN,Unknown
FMNB,Financials
FMSA,Unknown
FMTX,Unknown
FN,Information Technology
FNA,Unknown
FNB,Financials
FNBC,Unknown
FNBG,Unknown
FNBN,Unknown
FNCB,Unknown
FNCH,Unknown
FND,Consumer Discretionary
FNF,Financials
FNFG,Unknown
FNGN,Unknown
FNGR,Information Technology
FNHC,Unknown
FNHM,Unknown
FNJN,Unknown
FNKO,Industrials
FNLC,Financials
FNMA,Unknown
FNRN,Unknown
FNSI,Unknown
FNTC,Unknown
FNTE,Unknown
FNWB,Financials
FNWD,Financials
FOA,Financials
FOCS,Unknown
FOE,Unknown
FOFN,Unknown
FOGO,Unknown
FOLD,Health Care
FOMC,Unknown
FOMI,Unknown
FOMX,Unknown
FONR,Health Care
FONU,Unknown
FOR,Real Estate
FORA,Information Technology
FORD,Unknown
FORM,Information Technology
FORR,Industrials
FOSI,Unknown
FOSL,Industrials
FOUR,Consumer Discretionary
FOX,Communication Services
FOXF,Industrials
FPAY,Unknown
FPH,Real Estate
FPI,Real Estate
FPMI,Unknown
FPO,Unknown
FPP,Unknown
FPPC,Unknown
FPRX,Unknown
FPT,Unknown
FR,Real Estate
FRAF,Financials
FRAN,Unknown
FRBK,Unknown
FRD,Materials
FRED,Unknown
FREE,Unknown
FREQ,Unknown
FREVS,Unknown
FREY,Unknown
FRG,Unknown
FRGA,Unknown
FRGE,Financials
FRGFR,Unknown
FRGI,Unknown
FRGT,Industrials
FRHC,Financials
FRLAU,Unknown
FRLF,Unknown
FRM,Unknown
FRME,Financials
FRONU,Unknown
FROZ,Unknown
FRP,Unknown
FRPH,Real Estate
FRPT,Consumer Staples
FRS,Unknown
FRSH,Information Technology
FRST,Financials
FRT,Real Estate
FRTA,Unknown
FRTX,Unknown
FRXX,Unknown
FRZA,Unknown
FSAM,Unknown
FSB,Unknown
FSBC,Financials
FSBK,Unknown
FSBW,Financials
FSCI,Unknown
FSEA,Financials
FSFG,Unknown
FSFR,Unknown
FSGI,Unknown
FSHP,Real Estate
FSI,Materials
FSII,Unknown
FSLR,Information Technology
FSLY,Information Technology
FSNN,Unknown
FSP,Real Estate
FSR,Unknown
FSRL,Unknown
FSRVU,Unknown
FSRXU,Unknown
FSS,Consumer Discretionary
FST,Unknown
FSTR,Industrials
FSUN,Financials
FSYS,Unknown
FTAI,Consumer Discretionary
FTCI,Information Technology
FTCV,Unknown
FTD,Unknown
FTDR,Consumer Discretionary
FTEK,Industrials
FTHM,Real Estate
FTI,Industrials
FTK,Materials
FTLF,Health Care
FTNT,Industrials
FTNW,Unknown
FTR,Unknown
FTRE,Health Care
FTSI,Unknown
FTSV,Unknown
FTV,Health Care
FU,Unknown
FUBC,Unknown
FUBO,Consumer Discretionary
FUEL,Unknown
FUL,Materials
FULC,Health Care
FULT,Financials
FUN,Consumer Discretionary
FUNC,Financials
FUR,Unknown
FURX,Unknown
FUSB,Financials
FUSN,Unknown
FUTU,Unknown
FUV,Unknown
FVAC,Unknown
FVCB,Financials
FVE,Unknown
FVR,Real Estate
FVRG,Unknown
FWAC,Unknown
FWDG,Unknown
FWDI,Financials
FWLT,Unknown
FWM,Unknown
FWONA,Unknown
FWRD,Industrials
FWRG,Consumer Discretionary
FWV,Unknown
FXCB,Unknown
FXCM,Unknown
FXCOU,Unknown
FXENP,Unknown
FXLV,Unknown
FXNC,Financials
FYBR,Unknown
FZMD,Unknown
G,Industrials
GABC,Financials
GACQU,Unknown
GAIA,Consumer Discretionary
GAIAX,Unknown
GAIIX,Unknown
GALT,Health Care
GAME,Consumer Discretionary
GAMR,Unknown
GAN,Unknown
GANX,Health Care
GASS,Unknown
GATEU,Unknown
GATO,Unknown
GATX,Industrials
GAXY,Unknown
GBCI,Financials
GBCS,Unknown
GBFH,Financials
GBIM,Unknown
GBIO,Unknown
GBL,Unknown
GBLI,Financials
GBLX,Unknown
GBNK,Unknown
GBNY,Unknown
GBOX,Unknown
GBS,Unknown
GBSN,Unknown
GBT,Unknown
GBTG,Industrials
GBX,Industrials
GCA,Unknown
GCAP,Unknown
GCBC,Financials
GCEH,Unknown
GCFB,Unknown
GCI,Unknown
GCMN,Unknown
GCO,Consumer Discretionary
GCP,Unknown
GCT,Consumer Discretionary
GCTK,Health Care
GCTS,Information Technology
GD,Industrials
GDDY,Information Technology
GDEF,Unknown
GDEN,Consumer Discretionary
GDI,Unknown
GDOT,Financials
GDP,Unknown
GDPP,Unknown
GDRX,Information Technology
GDRZF,Unknown
GDV,Unknown
GDYN,Information Technology
GE,Information Technology
GEC,Unknown
GECC,Unknown
GECR,Unknown
GEF,Industrials
GEG,Information Technology
GEL,Industrials
GEMP,Unknown
GEN,Information Technology
GENC,Industrials
GENK,Consumer Discretionary
GEO,Industrials
GEOS,Health Care
GER,Unknown
GERN,Health Care
GES,Unknown
GETG,Unknown
GETR,Unknown
GEVA,Unknown
GEVO,Materials
GFED,Unknown
GFF,Industrials
GFGD,Unknown
GFIG,Unknown
GFN,Unknown
GFNCP,Unknown
GFOR,Unknown
GGG,Industrials
GGGV,Unknown
GGP,Unknown
GGROU,Unknown
GGS,Unknown
GGT,Unknown
GH,Health Care
GHC,Industrials
GHDC,Unknown
GHDX,Unknown
GHI,Financials
GHII,Unknown
GHL,Unknown
GHLD,Unknown
GHM,Industrials
GHSI,Unknown
GI,Unknown
GIC,Industrials
GID,Unknown
GIFI,Unknown
GIFT,Consumer Discretionary
GIG.U,Unknown
GIGA,Unknown
GIGM,Unknown
GIII,Consumer Discretionary
GILD,Health Care
GIM,Unknown
GIMO,Unknown
GIMU,Unknown
GIPR,Real Estate
GIS,Consumer Staples
GIX.U,Unknown
GK,Unknown
GKIT,Unknown
GKK,Unknown
GKNT,Unknown
GKOS,Health Care
GL,Financials
GLA,Unknown
GLACU,Unknown
GLBL,Unknown
GLBZ,Unknown
GLDD,Industrials
GLF,Unknown
GLFH,Unknown
GLFO,Unknown
GLG,Unknown
GLGI,Unknown
GLHA,Unknown
GLIBK,Communication Services
GLLA,Unknown
GLOO,Information Technology
GLP,Industrials
GLPI,Real Estate
GLPW,Unknown
GLRE,Financials
GLRI,Unknown
GLS,Unknown
GLSI,Health Care
GLSPU,Unknown
GLT,Unknown
GLTC,Unknown
GLTO,Health Care
GLUE,Health Care
GLUU,Unknown
GLW,Materials
GLXY,Financials
GLXZ,Unknown
GLYC,Unknown
GLYE,Unknown
GM,Consumer Discretionary
GMAN,Unknown
GMBL,Unknown
GMCR,Unknown
GMDA,Unknown
GME,Consumer Discretionary
GMED,Health Care
GMFIU,Unknown
GMGI,Information Technology
GMO,Unknown
GMPW,Unknown
GMRE,Unknown
GMS,Unknown
GMT,Unknown
GMTX,Unknown
GNBC,Unknown
GNC,Unknown
GNCA,Unknown
GNCMA,Unknown
GNE,Utilities
GNK,Industrials
GNL,Real Estate
GNLN,Industrials
GNLX,Health Care
GNMC,Unknown
GNMK,Unknown
GNMX,Unknown
GNOW,Unknown
GNPK,Unknown
GNPX,Health Care
GNRC,Information Technology
GNRS,Unknown
GNRT,Unknown
GNSS,Information Technology
GNTX,Consumer Discretionary
GNTY,Unknown
GNUS,Unknown
GNVC,Unknown
GNW,Financials
GO,Consumer Discretionary
GOBI,Unknown
GOCO,Financials
GOED,Unknown
GOEV,Unknown
GOGN.,Unknown
GOGO,Communication Services
GOLF,Industrials
GOOD,Real Estate
GOODN,Real Estate
GOOG,Information Technology
GORO,Materials
GOSS,Health Care
GOV,Unknown
GOVB,Unknown
GOVX,Health Care
GPC,Industrials
GPCM,Unknown
GPI,Consumer Discretionary
GPK,Materials
GPLH,Unknown
GPMT,Real Estate
GPN,Consumer Discretionary
GPOR,Energy
GPP,Unknown
GPRE,Materials
GPRO,Industrials
GPS,Unknown
GPT,Unknown
GPUS,Industrials
GPV,Unknown
GPX,Unknown
GQM,Unknown
GRA,Unknown
GRAM,Unknown
GRAY,Unknown
GRBK,Industrials
GRBS,Unknown
GRC,Industrials
GRCYU,Unknown
GRDH,Unknown
GRDI,Unknown
GRDN,Consumer Discretionary
GREE,Financials
GRH,Unknown
GRIF,Unknown
GRIL,Unknown
GRMC,Unknown
GRMN,Health Care
GRMS,Unknown
GRNA,Unknown
GRND,Information Technology
GRNQ,Industrials
GRNT,Energy
GROV,Consumer Discretionary
GROW,Financials
GRPH,Unknown
GRPN,Consumer Discretionary
GRRB,Unknown
GRST,Unknown
GRT,Unknown
GRTS,Unknown
GRTX,Unknown
GRUB,Unknown
GRVI,Unknown
GRWC,Unknown
GRWG,Consumer Discretionary
GRYP,Unknown
GS,Financials
GSAH,Unknown
GSAT,Communication Services
GSB,Unknown
GSBC,Financials
GSBD,Unknown
GSHD,Financials
GSHR,Real Estate
GSIT,Information Technology
GSJK,Unknown
GSKY,Unknown
GSM,Unknown
GSPE,Unknown
GSS,Unknown
GST,Unknown
GST.P,Unknown
GT,Materials
GTBP,Health Care
GTE,Energy
GTEC,Industrials
GTES,Industrials
GTHP,Unknown
GTHX,Unknown
GTI,Unknown
GTII.,Unknown
GTIM,Consumer Discretionary
GTLB,Information Technology
GTLL,Unknown
GTLS,Industrials
GTMM,Unknown
GTN,Communication Services
GTS,Unknown
GTT,Unknown
GTWN,Unknown
GTX,Consumer Discretionary
GTX.G,Unknown
GTXI,Unknown
GTY,Real Estate
GTYH,Unknown
GUER,Unknown
GUID,Unknown
GULTU,Unknown
GURE,Materials
GUT,Unknown
GUTS,Health Care
GV,Unknown
GVA,Industrials
GVP,Unknown
GWAV,Industrials
GWAY,Unknown
GWB,Unknown
GWGH,Unknown
GWH,Information Technology
GWPH,Unknown
GWR,Unknown
GWRE,Information Technology
GWRS,Utilities
GWTI,Unknown
GWW,Industrials
GXO,Industrials
GXP,Unknown
GYRO,Real Estate
GYST,Unknown
H,Consumer Discretionary
HA,Unknown
HABT,Unknown
HAE,Health Care
HAFC,Financials
HAIN,Consumer Staples
HAIR,Unknown
HAL,Energy
HALL,Unknown
HALO,Health Care
HAMP,Unknown
HARI,Unknown
HARP,Unknown
HART,Unknown
HAS,Industrials
HASC,Unknown
HASI,Real Estate
HAWK,Unknown
HAYN,Unknown
HAYW,Industrials
HBAN,Financials
HBB,Information Technology
HBCP,Financials
HBHC,Unknown
HBI,Unknown
HBIA,Unknown
HBIO,Health Care
HBK,Unknown
HBKA,Unknown
HBKS,Unknown
HBMD,Unknown
HBNC,Financials
HBNK,Unknown
HBOS,Unknown
HBP,Unknown
HBT,Financials
HCA,Health Care
HCAC,Unknown
HCAP,Unknown
HCAT,Information Technology
HCC,Materials
HCCH,Unknown
HCCI,Unknown
HCCO,Unknown
HCCOU,Unknown
HCDI,Unknown
HCFB,Unknown
HCFT,Unknown
HCHC,Unknown
HCI,Financials
HCIC,Unknown
HCLP,Unknown
HCN,Unknown
HCOM,Unknown
HCP,Unknown
HCR,Unknown
HCSG,Health Care
HCWB,Health Care
HCWC,Consumer Discretionary
HCYT,Unknown
HD,Consumer Discretionary
HDLM,Unknown
HDNG,Unknown
HDP,Unknown
HDS,Unknown
HDSN,Industrials
HDY,Unknown
HDYN,Unknown
HE,Utilities
HEAR,Unknown
HEAT,Unknown
HEB,Unknown
HEES,Unknown
HEI,Industrials
HELE,Information Technology
HELI,Unknown
HEOP,Unknown
HEP,Unknown
HEPA,Unknown
HEPI,Unknown
HERO,Unknown
HES,Unknown
HESM,Energy
HEWA,Unknown
HFBC,Unknown
HFBL,Financials
HFC,Unknown
HFFC,Unknown
HFFG,Industrials
HFWA,Financials
HG,Financials
HGBL,Consumer Discretionary
HGEN,Unknown
HGG,Unknown
HGR,Unknown
HGTY,Financials
HGV,Consumer Discretionary
HH,Unknown
HHC,Unknown
HHGC,Unknown
HHH,Real Estate
HHS,Consumer Discretionary
HI,Unknown
HIBB,Unknown
HICKA,Unknown
HIFR,Unknown
HIG,Financials
HIHO,Unknown
HII,Industrials
HIIQ,Unknown
HIIT,Unknown
HIL,Unknown
HILS,Unknown
HIMS,Health Care
HIPO,Financials
HIPP,Unknown
HISP,Unknown
HITC,Unknown
HIVE,Unknown
HIW,Real Estate
HJLI,Unknown
HK,Unknown
HKFI,Unknown
HKHC,Unknown
HL,Materials
HLBZ,Unknown
HLBZ.,Unknown
HLBZH,Unknown
HLF,Industrials
HLGN,Unknown
HLI,Financials
HLIT,Information Technology
HLLY,Consumer Discretionary
HLMN,Industrials
HLND,Unknown
HLNE,Financials
HLS,Unknown
HLSS,Unknown
HLT,Consumer Discretionary
HLTH,Unknown
HLVX,Unknown
HLWD,Unknown
HLX,Energy
HLXA,Unknown
HLXB,Unknown
HLXC,Unknown
HLYK,Unknown
HMA,Unknown
HME,Unknown
HMG,Unknown
HMHC,Unknown
HMLA,Unknown
HMN,Financials
HMNC,Unknown
HMNF,Unknown
HMPR,Unknown
HMST,Unknown
HMSY,Unknown
HMTA,Unknown
HMTV,Unknown
HMTVA,Unknown
HNDI,Unknown
HNGR,Unknown
HNH,Unknown
HNNA,Financials
HNR,Unknown
HNRA,Unknown
HNRG,Utilities
HNSN,Unknown
HNST,Consumer Discretionary
HNVR,Financials
HOEP,Unknown
HOFD,Unknown
HOFT,Materials
HOFV,Unknown
HOG,Industrials
HOLX,Health Care
HOMB,Financials
HOME,Unknown
HON,Industrials
HONE,Unknown
HOOD,Financials
HOOK,Unknown
HOPE,Financials
HOS,Unknown
HOTH,Health Care
HOTR,Unknown
HOUS,Unknown
HOV,Industrials
HOVR,Industrials
HOWL,Health Care
HP,Energy
HPAC,Unknown
HPE,Industrials
HPHW,Unknown
HPIL,Unknown
HPJ,Unknown
HPK,Energy
HPP,Real Estate
HPPI,Unknown
HPQ,Industrials
HPR,Unknown
HPTO,Unknown
HPY,Unknown
HQI,Consumer Discretionary
HQY,Consumer Discretionary
HR,Real Estate
HRB,Consumer Discretionary
HRC,Unknown
HRG,Unknown
HRGG,Unknown
HRGN,Unknown
HRI,Consumer Discretionary
HRL,Consumer Staples
HRMN,Unknown
HRMY,Health Care
HROW,Health Care
HRS,Unknown
HRT,Unknown
HRTG,Financials
HRTH,Unknown
HRTX,Health Care
HSAC,Unknown
HSAQ,Unknown
HSC,Unknown
HSDT,Health Care
HSGX,Unknown
HSIC,Industrials
HSII,Unknown
HSKA,Unknown
HSNI,Unknown
HSON,Unknown
HST,Real Estate
HSTA,Unknown
HSTM,Information Technology
HSTO,Unknown
HSY,Consumer Staples
HT,Unknown
HTA,Unknown
HTBI,Unknown
HTBK,Financials
HTBX,Unknown
HTCH,Unknown
HTCR,Information Technology
HTFL,Health Care
HTGM,Unknown
HTH,Financials
HTLD,Industrials
HTLF,Unknown
HTLFP,Unknown
HTM,Unknown
HTS,Unknown
HTWO,Unknown
HTWR,Unknown
HTZ,Consumer Discretionary
HUBA,Unknown
HUBB,Information Technology
HUBG,Industrials
HUBS,Information Technology
HUM,Financials
HUMA,Health Care
HUN,Materials
HURC,Health Care
HURN,Industrials
HUSA,Unknown
HVB,Unknown
HVBC,Unknown
HVT,Consumer Discretionary
HW,Unknown
HWAY,Unknown
HWBK,Financials
HWC,Financials
HWCC,Unknown
HWH,Industrials
HWKE,Unknown
HWKN,Industrials
HWNI,Unknown
HXL,Materials
HY,Industrials
HYDI,Unknown
HYFM,Industrials
HYH,Unknown
HYLN,Consumer Discretionary
HYMC,Materials
HYNE,Financials
HYPD,Health Care
HYPR,Health Care
HYRE,Unknown
HYZN,Unknown
HZN,Unknown
HZNP,Unknown
HZO,Consumer Discretionary
IAA,Unknown
IAC,Information Technology
IAIC,Unknown
IAMXU,Unknown
IART,Health Care
IAUX,Materials
IBAL,Unknown
IBATF,Unknown
IBCP,Financials
IBIO,Health Care
IBIOU,Unknown
IBKC,Unknown
IBKR,Financials
IBM,Industrials
IBO,Health Care
IBOC,Financials
IBP,Industrials
IBRX,Health Care
IBTA,Consumer Discretionary
IBTGF,Unknown
IBTX,Unknown
IBTXL,Unknown
ICAD,Unknown
ICBK,Unknown
ICCC,Health Care
ICCH,Unknown
ICCT,Unknown
ICD,Unknown
ICE,Financials
ICEL,Unknown
ICFI,Industrials
ICH,Unknown
ICHR,Information Technology
ICLD,Unknown
ICON,Unknown
ICOX,Unknown
ICPT,Unknown
ICPW,Unknown
ICTL,Unknown
ICTSF,Unknown
ICTV,Unknown
ICU,Health Care
ICUI,Health Care
ICVX,Unknown
ID,Unknown
IDA,Utilities
IDAH,Unknown
IDEX,Unknown
IDGS,Unknown
IDI,Unknown
IDN,Information Technology
IDR,Materials
IDRA,Unknown
IDSA,Unknown
IDST,Unknown
IDSY,Unknown
IDT,Communication Services
IDTI,Unknown
IDTY,Unknown
IDW,Unknown
IDXG,Unknown
IDXX,Health Care
IDYA,Health Care
IE,Materials
IEA,Unknown
IEBS,Unknown
IEC,Unknown
IEEC,Unknown
IEGH,Unknown
IEHC,Unknown
IEP,Energy
IESC,Industrials
IEVM,Unknown
IEX,Industrials
IFAM,Unknown
IFF,Materials
IFMI,Unknown
IFMK,Unknown
IFT,Unknown
IFXY,Unknown
IG,Unknown
IGC,Health Care
IGEN,Unknown
IGMS,Unknown
IGNYU,Unknown
IGSC,Unknown
IGTE,Unknown
IGXT,Unknown
IHC,Unknown
IHRC,Unknown
IHRT,Communication Services
IHS,Unknown
IHT,Real Estate
IHTM,Unknown
III,Industrials
IIIN,Materials
IIIV,Consumer Discretionary
IILG,Unknown
IIN,Unknown
IIPR,Real Estate
IIVI,Unknown
IKAN,Unknown
IKNA,Unknown
IKNX,Unknown
IKT,Health Care
ILAL,Unknown
ILIU,Unknown
ILMN,Health Care
ILPT,Real Estate
IMA,Health Care
IMAC,Unknown
IMAHF,Unknown
IMAQ,Unknown
IMAX,Industrials
IMBI,Unknown
IMCI,Unknown
IMCR,Health Care
IMDX,Health Care
IMDZ,Unknown
IMGL,Unknown
IMGN,Unknown
IMGO,Unknown
IMH,Unknown
IMHC,Unknown
IMI,Unknown
IMKTA,Consumer Discretionary
IMMD,Unknown
IMMR,Industrials
IMMU,Unknown
IMMX,Health Care
IMMY,Unknown
IMN,Unknown
IMNM,Health Care
IMNN,Health Care
IMNP,Unknown
IMPL,Unknown
IMPR,Unknown
IMPV,Unknown
IMRA,Health Care
IMRX,Health Care
IMTL,Unknown
IMUC,Unknown
IMUN,Unknown
IMUX,Health Care
IMVT,Health Care
IMXI,Consumer Discretionary
INAB,Health Care
INAP,Unknown
INBK,Financials
INBS,Health Care
INBX,Health Care
INCR,Unknown
INCY,Industrials
INDB,Financials
INDP,Health Care
INDT,Unknown
INDV,Health Care
INFA,Unknown
INFI,Unknown
INFN,Unknown
INFO,Unknown
INFU,Health Care
INGM,Industrials
INGN,Health Care
INGR,Consumer Staples
INIS,Unknown
INKT,Health Care
INLX,Information Technology
INM,Health Care
INMB,Health Care
INN,Real Estate
INNT,Unknown
INNV,Health Care
INO,Health Care
INOC,Unknown
INOD,Information Technology
INOV,Unknown
INQD,Unknown
INR,Energy
INS,Unknown
INSE,Information Technology
INSG,Information Technology
INSM,Health Care
INSP,Health Care
INST,Unknown
INSW,Industrials
INSY,Unknown
INT,Unknown
INTA,Information Technology
INTC,Information Technology
INTG,Real Estate
INTI,Unknown
INTL,Unknown
INTT,Health Care
INTV,Unknown
INTX,Unknown
INTZ,Industrials
INUV,Consumer Discretionary
INV,Real Estate
INVA,Health Care
INVE,Industrials
INVH,Real Estate
INVN,Unknown
INVO,Unknown
INVT,Unknown
INVU,Unknown
INVX,Industrials
INWK,Unknown
INZY,Unknown
IO,Unknown
IOBT,Health Care
IONM,Unknown
IONQ,Information Technology
IONS,Health Care
IOSP,Materials
IOT,Information Technology
IOTS,Unknown
IOVA,Health Care
IP,Materials
IPAS,Unknown
IPDN,Information Technology
IPG,Unknown
IPGP,Information Technology
IPHI,Unknown
IPHS,Unknown
IPI,Materials
IPSC,Health Care
IPW,Consumer Discretionary
IPWR,Information Technology
IPXL,Unknown
IQNT,Unknown
IQV,Industrials
IR,Industrials
IRBT,Unknown
IRC,Unknown
IRD,Health Care
IRDM,Communication Services
IREIT,Unknown
IRET,Real Estate
IRF,Unknown
IRG,Unknown
IRIG,Unknown
IRIX,Health Care
IRLD,Unknown
IRM,Real Estate
IRMD,Health Care
IRNC,Unknown
IRNT,Unknown
IRON,Health Care
IROQ,Financials
IRSB,Unknown
IRT,Real Estate
IRTC,Health Care
IRWD,Health Care
ISAT,Unknown
ISBA,Financials
ISBC,Unknown
ISCA,Unknown
ISCO,Unknown
ISDR,Unknown
ISEE,Unknown
ISGN,Unknown
ISIG,Unknown
ISIL,Unknown
ISNS,Unknown
ISO,Unknown
ISPC,Industrials
ISPO,Unknown
ISPR,Consumer Staples
ISR,Unknown
ISRL,Unknown
ISSC,Information Technology
ISTR,Financials
ISUN,Unknown
IT,Industrials
ITC,Unknown
ITCI,Unknown
ITEK,Unknown
ITG,Unknown
ITGC,Unknown
ITGR,Health Care
ITH,Unknown
ITHUF,Unknown
ITI,Unknown
ITIC,Financials
ITKG,Unknown
ITMN,Unknown
ITNM,Unknown
ITOS,Unknown
ITRI,Health Care
ITRM,Health Care
ITUS,Unknown
ITUSD,Unknown
ITW,Industrials
IVAC,Unknown
IVAN,Unknown
IVC,Unknown
IVDA,Information Technology
IVDN,Unknown
IVFH,Unknown
IVP,Unknown
IVR,Real Estate
IVTY,Unknown
IVVD,Health Care
IVZ,Financials
IWDM,Unknown
IWSH,Unknown
IWSY,Unknown
IZEA,Consumer Discretionary
IZTC,Unknown
J,Industrials
JACK,Consumer Discretionary
JAEN,Unknown
JAG,Unknown
JAGX,Health Care
JAH,Unknown
JAKK,Industrials
JAMF,Unknown
JANI,Unknown
JANL,Unknown
JANX,Health Care
JASN,Unknown
JAX,Unknown
JAXB,Unknown
JAZZ,Health Care
JBGS,Real Estate
JBHT,Industrials
JBIO,Health Care
JBL,Information Technology
JBLU,Industrials
JBSS,Consumer Staples
JBT,Unknown
JCAP,Financials
JCI,Industrials
JCOM,Unknown
JCP,Unknown
JCS,Unknown
JDSA,Unknown
JEC,Unknown
JEF,Financials
JEFFL,Unknown
JELD,Materials
JENA,Real Estate
JETMF,Unknown
JEWL,Unknown
JFB,Industrials
JFBI,Unknown
JFGI,Unknown
JGW,Unknown
JHG,Financials
JILL,Consumer Discretionary
JIVE,Unknown
JJSF,Consumer Staples
JKHY,Information Technology
JKMTL,Unknown
JLL,Real Estate
JLWT,Unknown
JMBA,Unknown
JMDA,Unknown
JMGE,Unknown
JMI,Unknown
JMP,Unknown
JMSB,Financials
JMSN,Unknown
JNCE,Unknown
JNJ,Health Care
JNP,Unknown
JNPR,Unknown
JNS,Unknown
JNVR,Unknown
JOAN,Unknown
JOB,Consumer Discretionary
JOBY,Industrials
JOE,Real Estate
JONE,Unknown
JOY,Unknown
JPEP,Unknown
JPM,Financials
JRSH,Consumer Discretionary
JRVR,Financials
JRVS,Unknown
JSDA,Unknown
JSPR,Health Care
JTPY,Unknown
JUNO,Unknown
JUNS,Health Care
JUPW,Unknown
JUSH.,Unknown
JUVF,Unknown
JVA,Consumer Staples
JWA.J,Unknown
JWN,Unknown
JWSM,Unknown
JXN,Financials
JXSB,Unknown
JYHW,Unknown
JYNT,Real Estate
K,Unknown
KA,Unknown
KAAC,Unknown
KACLU,Unknown
KAIRU,Unknown
KALA,Health Care
KALU,Materials
KALV,Health Care
KAMN,Unknown
KAPA,Health Care
KAR,Unknown
KAVL,Unknown
KBAL,Unknown
KBH,Industrials
KBIO,Unknown
KBLMU,Unknown
KBNT,Unknown
KBR,Industrials
KCG,Unknown
KCHV,Real Estate
KD,Information Technology
KDMN,Unknown
KDNY,Unknown
KDOZF,Unknown
KDP,Consumer Staples
KDUS,Unknown
KEG,Unknown
KELYA,Consumer Discretionary
KEM,Unknown
KEQU,Health Care
KERN,Unknown
KERX,Unknown
KEX,Industrials
KEY,Financials
KEYS,Health Care
KEYW,Unknown
KFFB,Financials
KFII,Real Estate
KFN,Unknown
KFRC,Consumer Discretionary
KFS,Financials
KFY,Consumer Discretionary
KGS,Utilities
KHC,Consumer Staples
KID,Unknown
KIDS,Health Care
KIDZ,Industrials
KIM,Real Estate
KIN,Unknown
KIND,Unknown
KINS,Financials
KIOR,Unknown
KIPS,Unknown
KIRK,Unknown
KITE,Unknown
KITM,Unknown
KITT,Industrials
KKD,Unknown
KKR,Financials
KLAC,Health Care
KLDO,Unknown
KLDX,Unknown
KLG,Unknown
KLIC,Information Technology
KLNG,Unknown
KLR,Unknown
KLTR,Information Technology
KLXE,Energy
KLXI,Unknown
KMB,Materials
KMF,Unknown
KMG,Unknown
KMI,Utilities
KML,Unknown
KMP,Unknown
KMPH,Unknown
KMPR,Financials
KMR,Unknown
KMT,Industrials
KMX,Consumer Discretionary
KN,Information Technology
KNBE,Unknown
KND,Unknown
KNDI,Unknown
KNL,Unknown
KNSA,Health Care
KNSL,Financials
KNTE,Unknown
KNTK,Utilities
KNWN,Unknown
KNX,Industrials
KO,Consumer Staples
KOD,Health Care
KODK,Industrials
KONA,Unknown
KOOL,Unknown
KOP,Materials
KOPN,Information Technology
KOR,Unknown
KORE,Communication Services
KORS,Unknown
KOS,Energy
KOSS,Information Technology
KPAY,Unknown
KPLT,Consumer Discretionary
KPRX,Health Care
KPTI,Health Care
KR,Consumer Discretionary
KRA,Unknown
KRBP,Unknown
KRC,Real Estate
KREF,Real Estate
KRG,Real Estate
KRMD,Health Care
KRNY,Financials
KRO,Materials
KRON,Unknown
KROS,Health Care
KRP,Energy
KRRO,Health Care
KRT,Materials
KRTX,Unknown
KRUS,Consumer Discretionary
KRYS,Health Care
KS,Unknown
KSCP,Information Technology
KSF,Unknown
KSHB,Unknown
KSS,Consumer Discretionary
KSU,Unknown
KTB,Consumer Discretionary
KTCC,Information Technology
KTEC,Unknown
KTEL,Unknown
KTOS,Industrials
KTRA,Unknown
KTTA,Health Care
KTWO,Unknown
KTYB,Unknown
KULR,Information Technology
KURA,Health Care
KURI,Unknown
KVHI,Communication Services
KVUE,Materials
KVYO,Information Technology
KW,Real Estate
KWR,Energy
KXIN,Consumer Discretionary
KYCN,Unknown
KYE,Unknown
KYMR,Health Care
KYN,Unknown
KYTX,Health Care
KZR,Health Care
L,Financials
LAB,Health Care
LABC,Unknown
LABL,Unknown
LABP,Unknown
LAC,Materials
LAD,Consumer Discretionary
LADR,Real Estate
LAFAU,Unknown
LAKE,Health Care
LAMR,Real Estate
LANC,Unknown
LAND,Real Estate
LARK,Financials
LASE,Information Technology
LASK,Unknown
LATN,Unknown
LATX,Unknown
LAUR,Industrials
LAW,Information Technology
LAWS,Unknown
LAYN,Unknown
LAZR,Unknown
LAZY,Unknown
LB,Real Estate
LBAI,Unknown
LBC,Unknown
LBMH,Unknown
LBRA,Unknown
LBRDA,Communication Services
LBRT,Energy
LBRX,Health Care
LBSR,Unknown
LBTY,Unknown
LBY,Unknown
LC,Financials
LCAP,Information Technology
LCAV,Unknown
LCDX,Unknown
LCGMF,Unknown
LCI,Unknown
LCID,Consumer Discretionary
LCII,Consumer Discretionary
